ANIMAL_ID,SIRE_ID,DAM_ID
650000001438501511F,650000000196448411M,650000001287794211F
640000000399985511F,640000000034589511M,640000000370967711F
DUMMYHUK3161M,640000000536434311M,010000001106432811F
010000001151699011F,650000013182383311M,010000001117174711F
DUMMYHUK3891M,010000000063052611M,010000001174867711F
DUMMYHUK4172F,650000013598410911M,010000001174867711F
DUMMYHUK4550F,DUMMYHUK89M,010000001241506711F
DUMMYHUK4582M,DUMMYHUK31M,DUMMYHUK4072F
DUMMYHUK2876M,010000000059827811M,010000001085649911F
DUMMYHUK4239F,DUMMYHUK15M,010000001132341011F
DUMMYHUK3746F,010000000061448511M,010000001132341011F
DUMMYHUK4160M,650000013296773411M,010000001132931711F
DUMMYHUK4188M,640000000751149411M,010000001154402511F
010000001213248411F,650000006189496611M,010000001177101311F
DUMMYHUK3956M,010000000063052611M,010000001177101311F
DUMMYHUK4566F,DUMMYHUK50M,DUMMYHUK3880F
DUMMYHUK4707F,DUMMYHUK63M,DUMMYHUK4161F
DUMMYHUK3445F,DUMMYHUK56M,010000001104849211F
DUMMYHUK2885M,720006105101208111M,010000001064874411F
DUMMYHUK3917M,650000006054033611M,010000001150983511F
DUMMYHUK4103M,DUMMYHUK56M,010000001164006711F
DUMMYHUK4719M,DUMMYHUK112M,DUMMYHUK4204F
010000001171720411F,650000012205684611M,010000001086186911F
DUMMYHUK334F,200000000035498111M,200000000379850211F
DUMMYHUK1605M,640000000032809811M,010000000843229411F
010000000614752611F,010000000040262511M,010000000559296011F
DUMMYHUK3071M,630000026598823311M,010000001012284311F
010000001071567611F,010000000046116511M,010000001012284311F
010000001032097211F,720000111503103811M,010000000893469511F
DUMMYHUK1690M,640000000032809811M,010000000893469511F
010000000944271411F,640000000033339111M,010000000903106411F
DUMMYHUK2012M,630000079054553211M,010000000917150011F
DUMMYHUK2328F,DUMMYHUK84M,010000000917150011F
DUMMYHUK1892M,DUMMYHUK83M,010000000917149611F
010000000987212911F,010000000046116511M,010000000922946311F
DUMMYHUK2149F,630000083938054611M,010000000940445411F
DUMMYHUK2195M,120000000000298411M,010000000966696011F
DUMMYHUK4676F,DUMMYHUK34M,010000001254705111F
DUMMYHUK3431M,650000013227754111M,010000001086629611F
DUMMYHUK3227M,650000001724630311M,010000001086629611F
DUMMYHUK4131M,640000000751149411M,010000001157817111F
010000001226908811F,650000013555625211M,010000001148188111F
010000001190950511F,600000034661272411M,010000001148188111F
DUMMYHUK4342M,DUMMYHUK111M,010000001164303611F
DUMMYHUK2654F,630000022753720611M,010000001052628611F
DUMMYHUK480M,640000000034351411M,010000000622315211F
DUMMYHUK758M,640000000030579411M,200000000657396411F
010000001218291611F,650000006225339411M,010000001088417911F
DUMMYHUK2915M,710000369710405511M,010000001088417911F
DUMMYHUK3533F,600000034661272411M,010000001164862811F
DUMMYHUK3988M,DUMMYHUK56M,010000001174450311F
DUMMYHUK4549M,DUMMYHUK12M,010000001174450311F
010000001225949811F,010000000063052611M,010000001188713111F
DUMMYHUK4518F,DUMMYHUK12M,010000001243284811F
DUMMYHUK2863M,650000000229635411M,010000001024969011F
010000001065866111F,710000569502684311M,010000001024969011F
010000000646262611F,010000000040262511M,010000000559296011F
010000000779737611F,640000000034904011M,010000000588379211F
DUMMYHUK871M,640000000031340411M,200000000657396411F
DUMMYHUK3146M,DUMMYHUK56M,010000001091531811F
DUMMYHUK3028M,630000026598823311M,010000001107854311F
DUMMYHUK1709M,630000032082524211M,010000000895530611F
DUMMYHUK1793M,DUMMYHUK83M,010000000898968311F
DUMMYHUK1794F,DUMMYHUK83M,010000000898968311F
DUMMYHUK2369M,650000000189121311M,010000000940444711F
010000001067890311F,010000000058798411M,010000000962712211F
DUMMYHUK2481M,*,010000000962712211F
DUMMYHUK2506F,010000000058237411M,010000000917151211F
DUMMYHUK4280M,DUMMYHUK30M,010000001225392411F
DUMMYHUK2239M,650000000225721211M,010000000897699111F
DUMMYHUK2085F,630000079054553211M,010000000906818811F
DUMMYHUK2403M,630000031641972111M,010000000942495211F
DUMMYHUK2098M,DUMMYHUK83M,010000000946295411F
010000000936283911F,630000077665452811M,010000000874846511F
010000000946295511F,640000000032950111M,010000000878131411F
DUMMYHUK1949F,650000000210329711M,010000000880109111F
DUMMYHUK1970F,600000101116469011M,010000000893469711F
DUMMYHUK1674M,650000000210329711M,010000000893469711F
010000000971395611F,650000000220330611M,010000000893468911F
010000001024613811F,650000000218531911M,010000000985697811F
010000001076493211F,010000000058144511M,010000000991506911F
DUMMYHUK3961M,010000000063052611M,010000001177851011F
DUMMYHUK4282F,DUMMYHUK56M,010000001177851011F
DUMMYHUK4718M,DUMMYHUK27M,010000001209437511F
DUMMYHUK1868M,650000000220330611M,010000000861668311F
DUMMYHUK2887F,*,010000001014348311F
DUMMYHUK2614F,010000000046116511M,010000001014348311F
DUMMYHUK2385M,650000000228954811M,010000000917149611F
010000001211417011F,010000000061448511M,010000001174450311F
DUMMYHUK4210F,710000500823845711M,010000001181914811F
DUMMYHUK1913F,650000000202004911M,010000000861668211F
DUMMYHUK4701M,DUMMYHUK63M,DUMMYHUK4157F
DUMMYHUK4658M,DUMMYHUK34M,010000001221146211F
DUMMYHUK4688F,DUMMYHUK31M,DUMMYHUK3911F
DUMMYHUK3194M,600000034546181811M,010000001090499211F
010000001161221611F,640000001070560811M,010000001124205411F
DUMMYHUK2803M,710000369710405511M,010000001008322811F
DUMMYHUK3622M,650000006004537511M,010000001148809411F
010000001192355611F,650000006004537511M,010000001156571211F
DUMMYHUK4044M,650000006392772311M,010000001166573911F
200000000233486011F,200000000028051111M,*
200000000033581011F,010000000005264911M,010000000019435411F
200000000048976011F,200000000007870711M,200000000031391611F
200000000054212811F,200000000008374711M,200000000034862011F
710000569101748411F,650000000196448411M,710000568803238311F
010000000296411811F,010000000025898911M,200000000259347211F
200000000282084811F,010000000025898911M,200000000213135611F
200000000248171211F,200000000029183511M,*
640000000399722211F,640000000034351411M,640000000357389111F
640000000436866811F,640000000036316211M,640000000425329111F
200000000054272611F,200000000008374711M,20000000004117701DF
200000000078962611F,200000000010473711M,*
200000000092573411F,200000000018600311M,200000000077542811F
200000000037832411F,200000000007042111M,*
200000000080103211F,200000000015038911M,*
650000000195404011F,650000000074312811M,650000000169050411F
200000000041977011F,200000000006264311M,*
010000001114165311F,010000000059817211M,010000001073129211F
640000000446715011F,640000000036316211M,640000000339956411F
200000000175270411F,200000000023970511M,200000000115988011F
200000000063373411F,200000000009648711M,200000000043478011F
DUMMYHUK390F,640000000033383611M,200000000516498411F
010000000702815811F,640000000032500511M,010000000551038811F
DUMMYHUK409F,640000000032790711M,010000000622369811F
DUMMYHUK4418M,DUMMYHUK89M,010000001180097011F
DUMMYHUK4014M,010000000062249211M,010000001203110411F
DUMMYHUK2991M,710000569200023211M,010000001033352411F
DUMMYHUK4572F,DUMMYHUK112M,010000001181915211F
DUMMYHUK2752M,720006105101205711M,010000001032613711F
DUMMYHUK4088M,010000000065236611M,010000001206182011F
DUMMYHUK4072F,710000500823845711M,010000001206263011F
DUMMYHUK4545F,DUMMYHUK89M,010000001222604811F
010000001103189911F,650000000225898311M,010000001025180411F
DUMMYHUK3015F,710000569200023211M,010000001106432711F
DUMMYHUK3000M,710000569200023211M,010000001004564011F
010000001098477711F,650000001715473711M,010000001004564011F
DUMMYHUK3638F,650000006004537511M,010000001170968511F
DUMMYHUK4058M,DUMMYHUK56M,010000001170968511F
DUMMYHUK4436F,DUMMYHUK111M,010000001186481111F
010000000637082611F,010000000039517311M,200000000503007211F
010000000614751611F,640000000032762411M,010000000559294611F
DUMMYHUK506M,640000000034286011M,010000000559294611F
010000000707176811F,640000000034704511M,010000000575667411F
200000000242610611F,200000000021235911M,200000000175032611F
200000000038521811F,200000000006264311M,200000000031101211F
650000000281126511F,650000000091912511M,*
600000101522111411F,650000000195721011M,600000101512164111F
650000000615935911F,650000000134794011M,650000000535382011F
DUMMYHUK2777M,720006105101205711M,010000001046727611F
DUMMYHUK3097M,710000569200023211M,010000001114936211F
DUMMYHUK4321M,DUMMYHUK30M,010000001190950411F
DUMMYHUK4563F,DUMMYHUK13M,010000001225392611F
DUMMYHUK4293F,DUMMYHUK30M,010000001225392611F
DUMMYHUK2875F,650000000228486311M,010000001065326111F
010000001144301611F,650000001805491811M,010000001065326111F
DUMMYHUK2924M,010000000060181711M,010000001084820111F
DUMMYHUK2937F,650000000228486311M,010000001090382411F
010000001187215011F,630000036125244311M,010000001090382411F
DUMMYHUK1988M,600000101116469011M,010000000919496511F
010000001031473111F,650000000229747311M,010000000919496511F
DUMMYHUK2280F,DUMMYHUK84M,010000000946295711F
DUMMYHUK2324M,650000000189121311M,010000000962712211F
DUMMYHUK1829M,630000079054553211M,010000000914994911F
010000001071565911F,010000000046116511M,010000000960268811F
DUMMYHUK2498F,720000090901588111M,010000000960268811F
010000001114936111F,650000001715473711M,010000001033813211F
010000001076492511F,650000000218531911M,010000001033813211F
DUMMYHUK2201F,630000083938054611M,010000000966696411F
DUMMYHUK2347F,720000090801767011M,010000000966696411F
DUMMYHUK2217F,630000083938054611M,010000000968694611F
010000001070213311F,650000000218827211M,010000000985697811F
010000000960266611F,630000079054553211M,010000000914994211F
DUMMYHUK2375F,DUMMYHUK84M,010000000917148811F
DUMMYHUK2507M,010000000058237411M,010000000983573911F
DUMMYHUK1594F,630000031834081011M,010000000855013311F
010000000476063811F,010000000034095911M,200000000324416211F
DUMMYHUK1814F,650000000202004911M,010000000874846511F
010000000966696111F,640000000033757811M,010000000878131411F
DUMMYHUK2039M,630000079054553211M,010000000942494411F
DUMMYHUK3285M,650000000227204411M,010000000988706611F
010000001032613411F,650000000218531911M,010000000991506911F
010000001103192511F,010000000058798411M,010000001007900311F
DUMMYHUK2401M,650000000228954811M,010000000855013311F
DUMMYHUK2052F,600000101116469011M,010000000855013311F
DUMMYHUK3726M,650000013227733611M,010000001177851011F
DUMMYHUK4035M,010000000062249211M,010000001199548511F
010000001024107111F,630000083938054611M,010000000982469811F
DUMMYHUK2359M,630000083938054611M,010000000986303111F
010000001207796911F,650000013227754111M,010000001167883511F
010000001227281011F,650000013227733611M,010000001167883511F
DUMMYHUK351F,200000000037937311M,DUMMYHUK268F
010000001244433211F,640000000751149411M,010000001129882011F
010000001129006611F,650000000228486311M,010000001037744911F
010000001028917711F,650000000229747311M,010000000966696211F
DUMMYHUK2257M,010000000056944611M,010000000973521111F
010000001029127911F,630000083938054611M,010000000990272211F
DUMMYHUK1797M,650000000202004911M,010000000840100511F
DUMMYHUK1664M,630000031641972111M,010000000853597011F
DUMMYHUK3633M,DUMMYHUK56M,010000001117174711F
DUMMYHUK3367M,DUMMYHUK56M,010000001117174711F
DUMMYHUK4274M,DUMMYHUK11M,010000001197085511F
010000001239235411F,010000000062249211M,010000001197085511F
DUMMYHUK3217M,650000001802389211M,010000001129882011F
DUMMYHUK3808M,650000006189496611M,010000001129882011F
010000001169331111F,600000034721383611M,010000001132341011F
DUMMYHUK4502M,DUMMYHUK33M,010000001241506511F
650000000639666211F,650000000134794011M,650000000513306221F
640000000058618511F,650000000114643711M,650000000879560411F
650000001176823611F,650000000166736611M,650000001099688011F
200000000029012411F,010000000004287311M,010000000021676011F
200000000153094011F,200000000022003111M,200000000051470411F
DUMMYHUK569F,640000000037144011M,200000000736646011F
DUMMYHUK812M,650000000188908511M,200000000736646011F
DUMMYHUK905M,650000000189806011M,010000000763845811F
DUMMYHUK1045M,650000000190501711M,010000000763845811F
DUMMYHUK2860M,010000000059827811M,010000001047410311F
DUMMYHUK2632M,010000000058144511M,010000001047410311F
DUMMYHUK3291M,650000012205684611M,010000001096139311F
DUMMYHUK4180F,010000000065110111M,010000001133840511F
DUMMYHUK3775M,*,010000001183964111F
DUMMYHUK4466M,DUMMYHUK13M,DUMMYHUK3926F
200000000599027811F,200000000039615511M,200000000547828211F
010000000682919611F,010000000039422711M,010000000552336211F
DUMMYHUK487M,640000000034286011M,01000000008990281CF
010000000805073911F,120000000000106811M,010000000759832411F
DUMMYHUK3061F,710000569200023211M,010000001112790811F
DUMMYHUK3783F,650000013555624311M,010000001182938911F
DUMMYHUK4213M,DUMMYHUK30M,010000001182938911F
DUMMYHUK2944M,720006105101208111M,010000001086629911F
DUMMYHUK4690F,DUMMYHUK31M,010000001213384811F
DUMMYHUK4392F,DUMMYHUK111M,010000001213384811F
200000000343555011F,010000000027122711M,200000000271681411F
200000000120427611F,200000000014313911M,010000000076633011F
200000000041984811F,010000000006132511M,010000000035460611F
650000000606216911F,650000000139928311M,650000000473505011F
650000000647285511F,650000000131476711M,650000000475469521F
650000000662530211F,650000000142738111M,650000000499756211F
010000001191543911F,630000036125244311M,010000001148182211F
DUMMYHUK4318F,DUMMYHUK30M,010000001164862811F
DUMMYHUK3740M,650000013555624311M,010000001181914811F
DUMMYHUK4710M,DUMMYHUK27M,DUMMYHUK4141F
DUMMYHUK358F,640000000032762411M,DUMMYHUK255F
010000000893469111F,630000096025066611M,010000000853597011F
DUMMYHUK4195M,650000006080788611M,010000001213856511F
DUMMYHUK4326F,DUMMYHUK15M,DUMMYHUK3911F
DUMMYHUK2914M,010000000060181711M,010000001090499211F
DUMMYHUK4490F,DUMMYHUK32M,DUMMYHUK3933F
DUMMYHUK4726M,DUMMYHUK112M,DUMMYHUK4226F
010000001091042211F,720006105101205711M,010000001034981911F
DUMMYHUK4136M,650000006080788611M,010000001187907111F
010000001050116311F,630000085607022211M,010000001008322811F
010000001091531811F,720006105101205711M,010000001008322811F
010000001206184111F,650000006164301611M,010000001150983011F
DUMMYHUK3976M,010000000062249211M,010000001156571211F
DUMMYHUK4027M,010000000063052611M,010000001186482811F
DUMMYHUK752M,640000000032357411M,010000000682919611F
010000000776802411F,640000000034285611M,010000000684795611F
DUMMYHUK703M,640000000037597711M,010000000707177011F
DUMMYHUK783F,640000000037597711M,010000000763845811F
DUMMYHUK1706F,630000032082524211M,010000000801922511F
DUMMYHUK2060M,600000101116469011M,010000000861668211F
010000001139696111F,630000033087405211M,010000001024456811F
DUMMYHUK304F,010000000033898711M,010000000410973411F
DUMMYHUK3885F,650000006054033611M,010000001152149011F
DUMMYHUK4257M,650000006080788611M,010000001171653711F
DUMMYHUK3322F,630000078998045011M,010000001141771911F
DUMMYHUK3812M,DUMMYHUK56M,010000001114936111F
DUMMYHUK1642M,650000000210329711M,010000000861668911F
DUMMYHUK4720M,DUMMYHUK114M,DUMMYHUK4190F
DUMMYHUK3451M,630000036125244311M,010000001150983511F
DUMMYHUK3542F,650000000201460711M,010000001164006711F
DUMMYHUK4743F,DUMMYHUK63M,DUMMYHUK4255F
010000001133839211F,650000001712414711M,010000001086186911F
DUMMYHUK4717M,DUMMYHUK27M,DUMMYHUK3938F
DUMMYHUK3125M,640000001070560811M,010000001115890511F
DUMMYHUK2663M,630000022753720611M,010000001029859111F
DUMMYHUK2673M,720006105101205711M,010000001032613511F
DUMMYHUK2928M,650000000229635411M,010000001032613511F
DUMMYHUK3265F,600000034721383611M,010000001032613511F
010000001127985211F,650000000228486311M,010000001084820211F
010000001030794311F,720000111503103811M,010000000921211411F
010000001032970511F,630000011031407311M,010000000966696711F
DUMMYHUK3668M,010000000061448511M,010000001121797311F
DUMMYHUK2523F,010000000058421311M,010000001004018411F
DUMMYHUK2443M,630000085607022211M,010000001004018411F
010000001105967811F,010000000058798411M,010000001064875211F
DUMMYHUK3401M,630000078998045011M,010000001090382311F
010000001239235311F,010000000063130811M,010000001196008911F
010000001087224311F,710000569502684311M,010000000971395811F
DUMMYHUK4255F,DUMMYHUK15M,010000001203315811F
DUMMYHUK4618M,DUMMYHUK31M,010000001224987911F
010000000718949811F,640000000034904011M,010000000446415211F
DUMMYHUK3610M,650000013577802311M,010000001146816011F
DUMMYHUK4189F,DUMMYHUK56M,010000001146816011F
DUMMYHUK3641M,010000000061448511M,010000001170969111F
DUMMYHUK3344M,630000028845877311M,010000001143117011F
010000001167287111F,710000569200023211M,010000001130107011F
